Institution,Cohort Year,Major,Median earnings: full-time workers
All Institutions,1 year after graduation,Non-Profit/Public/Organizational Management,"$34,400 "
All Institutions,1 year after graduation,Non-Profit/Public/Organizational Management,**
All Institutions,1 year after graduation,Non-Profit/Public/Organizational Management,**
All Institutions,5 years after graduation,Non-Profit/Public/Organizational Management,**
All Institutions,5 years after graduation,Non-Profit/Public/Organizational Management,**
All Institutions,5 years after graduation,Non-Profit/Public/Organizational Management,**
All Institutions,10 years after graduation,Non-Profit/Public/Organizational Management,**
All Institutions,10 years after graduation,Non-Profit/Public/Organizational Management,**
All Institutions,10 years after graduation,Non-Profit/Public/Organizational Management,**
All Institutions,1 year after graduation,Nuclear Engineering,"$74,700 "
All Institutions,1 year after graduation,Nuclear Engineering,**
All Institutions,1 year after graduation,Nuclear Engineering,**
All Institutions,5 years after graduation,Nuclear Engineering,"$105,000 "
All Institutions,5 years after graduation,Nuclear Engineering,**
All Institutions,5 years after graduation,Nuclear Engineering,**
All Institutions,10 years after graduation,Nuclear Engineering,"$165,300 "
All Institutions,10 years after graduation,Nuclear Engineering,**
All Institutions,10 years after graduation,Nuclear Engineering,"$173,100 "
All Institutions,1 year after graduation,Nutrition Sciences,"$31,400 "
All Institutions,1 year after graduation,Nutrition Sciences,**
All Institutions,1 year after graduation,Nutrition Sciences,**
All Institutions,5 years after graduation,Nutrition Sciences,**
All Institutions,5 years after graduation,Nutrition Sciences,**
All Institutions,5 years after graduation,Nutrition Sciences,**
All Institutions,10 years after graduation,Nutrition Sciences,**
All Institutions,10 years after graduation,Nutrition Sciences,**
All Institutions,10 years after graduation,Nutrition Sciences,**
All Institutions,1 year after graduation,Ocean Engineering,"$65,600 "
All Institutions,1 year after graduation,Ocean Engineering,**
All Institutions,1 year after graduation,Ocean Engineering,**
All Institutions,5 years after graduation,Ocean Engineering,"$88,700 "
All Institutions,5 years after graduation,Ocean Engineering,**
All Institutions,5 years after graduation,Ocean Engineering,**
All Institutions,10 years after graduation,Ocean Engineering,**
All Institutions,10 years after graduation,Ocean Engineering,"$98,200 "
All Institutions,10 years after graduation,Ocean Engineering,**
All Institutions,1 year after graduation,"Oceanography, Chemical and Physical",**
All Institutions,1 year after graduation,"Oceanography, Chemical and Physical",**
All Institutions,1 year after graduation,"Oceanography, Chemical and Physical",**
All Institutions,5 years after graduation,"Oceanography, Chemical and Physical",**
All Institutions,5 years after graduation,"Oceanography, Chemical and Physical",**
All Institutions,5 years after graduation,"Oceanography, Chemical and Physical",**
All Institutions,10 years after graduation,"Oceanography, Chemical and Physical",**
All Institutions,10 years after graduation,"Oceanography, Chemical and Physical",**
All Institutions,10 years after graduation,"Oceanography, Chemical and Physical",**
All Institutions,1 year after graduation,Ornamental Horticulture,**
All Institutions,1 year after graduation,Ornamental Horticulture,**
All Institutions,1 year after graduation,Ornamental Horticulture,**
All Institutions,5 years after graduation,Ornamental Horticulture,**
All Institutions,5 years after graduation,Ornamental Horticulture,**
All Institutions,5 years after graduation,Ornamental Horticulture,**
All Institutions,10 years after graduation,Ornamental Horticulture,"$61,200 "
All Institutions,10 years after graduation,Ornamental Horticulture,**
All Institutions,10 years after graduation,Ornamental Horticulture,**
All Institutions,1 year after graduation,"Parks, Recreation and Leisure Facilities Management, General","$36,800 "
All Institutions,1 year after graduation,"Parks, Recreation and Leisure Facilities Management, General","$45,700 "
All Institutions,1 year after graduation,"Parks, Recreation and Leisure Facilities Management, General",**
All Institutions,5 years after graduation,"Parks, Recreation and Leisure Facilities Management, General","$55,500 "
All Institutions,5 years after graduation,"Parks, Recreation and Leisure Facilities Management, General","$61,900 "
All Institutions,5 years after graduation,"Parks, Recreation and Leisure Facilities Management, General",**
All Institutions,10 years after graduation,"Parks, Recreation and Leisure Facilities Management, General","$71,600 "
All Institutions,10 years after graduation,"Parks, Recreation and Leisure Facilities Management, General","$74,900 "
All Institutions,10 years after graduation,"Parks, Recreation and Leisure Facilities Management, General",**
All Institutions,1 year after graduation,"Pharmacy, Pharmaceutical Sciences, and Administration, Other",**
All Institutions,1 year after graduation,"Pharmacy, Pharmaceutical Sciences, and Administration, Other",**
All Institutions,1 year after graduation,"Pharmacy, Pharmaceutical Sciences, and Administration, Other",**
All Institutions,5 years after graduation,"Pharmacy, Pharmaceutical Sciences, and Administration, Other",**
All Institutions,5 years after graduation,"Pharmacy, Pharmaceutical Sciences, and Administration, Other",**
All Institutions,5 years after graduation,"Pharmacy, Pharmaceutical Sciences, and Administration, Other",**
All Institutions,10 years after graduation,"Pharmacy, Pharmaceutical Sciences, and Administration, Other",**
All Institutions,10 years after graduation,"Pharmacy, Pharmaceutical Sciences, and Administration, Other",**
All Institutions,10 years after graduation,"Pharmacy, Pharmaceutical Sciences, and Administration, Other",**
All Institutions,1 year after graduation,Philosophy,"$40,300 "
All Institutions,1 year after graduation,Philosophy,**
All Institutions,1 year after graduation,Philosophy,**
All Institutions,5 years after graduation,Philosophy,"$54,900 "
All Institutions,5 years after graduation,Philosophy,"$54,900 "
All Institutions,5 years after graduation,Philosophy,"$72,500 "
All Institutions,10 years after graduation,Philosophy,"$61,200 "
All Institutions,10 years after graduation,Philosophy,"$66,900 "
All Institutions,10 years after graduation,Philosophy,"$79,500 "
All Institutions,1 year after graduation,"Philosophy and Religious Studies, Other",**
All Institutions,1 year after graduation,"Philosophy and Religious Studies, Other",**
All Institutions,1 year after graduation,"Philosophy and Religious Studies, Other",**
All Institutions,5 years after graduation,"Philosophy and Religious Studies, Other",**
All Institutions,5 years after graduation,"Philosophy and Religious Studies, Other",**
All Institutions,5 years after graduation,"Philosophy and Religious Studies, Other",**
All Institutions,10 years after graduation,"Philosophy and Religious Studies, Other",**
All Institutions,10 years after graduation,"Philosophy and Religious Studies, Other",**
All Institutions,10 years after graduation,"Philosophy and Religious Studies, Other",**
All Institutions,1 year after graduation,Photography,**
All Institutions,1 year after graduation,Photography,**
All Institutions,1 year after graduation,Photography,**
All Institutions,5 years after graduation,Photography,"$46,500 "
All Institutions,5 years after graduation,Photography,**
All Institutions,5 years after graduation,Photography,**
All Institutions,10 years after graduation,Photography,"$44,200 "
All Institutions,10 years after graduation,Photography,**
All Institutions,10 years after graduation,Photography,**
All Institutions,1 year after graduation,Physical Education Teaching and Coaching,"$35,300 "
All Institutions,1 year after graduation,Physical Education Teaching and Coaching,**
All Institutions,1 year after graduation,Physical Education Teaching and Coaching,**
All Institutions,5 years after graduation,Physical Education Teaching and Coaching,"$53,500 "
All Institutions,5 years after graduation,Physical Education Teaching and Coaching,"$57,000 "
All Institutions,5 years after graduation,Physical Education Teaching and Coaching,"$73,100 "
All Institutions,10 years after graduation,Physical Education Teaching and Coaching,"$61,500 "
All Institutions,10 years after graduation,Physical Education Teaching and Coaching,"$67,800 "
All Institutions,10 years after graduation,Physical Education Teaching and Coaching,"$79,000 "
All Institutions,1 year after graduation,"Physics, General","$45,400 "
